   0.142360236D+02   0.210356100D+01  -0.723850953D+00   0.196233161D+00  -0.282516519D-01  -0.925756229D-03   0.141261023D-02  -0.280682585D-03   0.150750592D-04   0.170764751D-05
   0.156567192D+02   0.118223454D+01  -0.272564218D+00   0.101595892D+00  -0.291769839D-01   0.679172309D-02  -0.126526752D-02   0.176608350D-03  -0.160040341D-04   0.652700242D-06
   0.166236562D+02   0.780037102D+00  -0.420151333D-01   0.138468888D-01  -0.345317498D-02   0.714612667D-03  -0.127924486D-03   0.194267412D-04  -0.225044729D-05   0.148228075D-06
   0.290392828D+01   0.138661934D+02  -0.539552106D+01   0.124135109D+01  -0.159213622D+00  -0.215454206D-01   0.211310711D-01  -0.603308234D-02   0.780227542D-03  -0.247269560D-04
   0.119629978D+02   0.309572210D+01  -0.980175433D+00   0.195080347D+00  -0.222167716D-01   0.255348454D-02  -0.692690584D-03   0.882921184D-04   0.171293854D-04  -0.468025322D-05
   0.140160033D+02   0.158805712D+01  -0.489910671D+00   0.143001882D+00  -0.261304679D-01   0.149082452D-02   0.808899059D-03  -0.306826126D-03   0.529436628D-04  -0.412669649D-05
   0.151496093D+02   0.102122734D+01  -0.177379878D+00   0.644397667D-01  -0.182034303D-01   0.428123332D-02  -0.843117207D-03   0.132751385D-03  -0.149641791D-04   0.911419224D-06
   0.160286080D+02   0.755114747D+00  -0.288131309D-01   0.933605442D-02  -0.226621221D-02   0.451707143D-03  -0.774382044D-04   0.112986636D-04  -0.127042165D-05   0.821403899D-07
   0.659347665D+01   0.849747258D+01  -0.342773988D+01   0.865891039D+00  -0.177352329D+00   0.408259571D-01  -0.970461684D-02   0.222373526D-02  -0.490242031D-03   0.625112498D-04
   0.121077101D+02   0.186354112D+01  -0.559362281D+00   0.128920692D+00  -0.168711151D-01   0.661824121D-03   0.185484860D-04   0.715078642D-04  -0.263802734D-04   0.314584591D-05
   0.134050579D+02   0.108591654D+01  -0.248815438D+00   0.768171359D-01  -0.177163756D-01   0.306537135D-02  -0.343583541D-03   0.686635232D-05   0.513432943D-05  -0.704054528D-06
   0.142607086D+02   0.869320540D+00  -0.902558939D-01   0.312493972D-01  -0.835877234D-02   0.188136520D-02  -0.365130073D-03   0.588973524D-04  -0.705694894D-05   0.470319409D-06
   0.150557412D+02   0.730049014D+00  -0.157761695D-01   0.501562959D-02  -0.117928542D-02   0.224030338D-03  -0.361045558D-04   0.493666230D-05  -0.525290903D-06   0.326613197D-07
   0.818011145D+01   0.557193032D+01  -0.221701712D+01   0.521448030D+00  -0.617902632D-01  -0.257213671D-02   0.524220769D-02  -0.263995254D-02   0.718194786D-03  -0.835290664D-04
   0.118309805D+02   0.128315046D+01  -0.334143283D+00   0.840689887D-01  -0.137367717D-01   0.957215095D-03   0.203051964D-03  -0.776469540D-04   0.117529802D-04  -0.773758270D-06
   0.127825830D+02   0.869975138D+00  -0.142160218D+00   0.429822258D-01  -0.100931547D-01   0.195636992D-02  -0.310742417D-03   0.379327169D-04  -0.308885948D-05   0.117346858D-06
   0.135185325D+02   0.803599572D+00  -0.540010315D-01   0.180880397D-01  -0.461955256D-02   0.985723324D-03  -0.182322384D-03   0.284809649D-04  -0.336610498D-05   0.224420846D-06
   0.142767446D+02   0.718484709D+00  -0.984925809D-02   0.310145101D-02  -0.717080518D-03   0.132585726D-03  -0.205641678D-04   0.268755580D-05  -0.273881090D-06   0.164606866D-07
   0.883240736D+01   0.390550467D+01  -0.154172375D+01   0.403121306D+00  -0.704339062D-01   0.153248110D-01  -0.600767383D-02   0.182409181D-02  -0.295057642D-03   0.181712716D-04
   0.114357447D+02   0.988996874D+00  -0.211533599D+00   0.543294860D-01  -0.100040968D-01   0.121337149D-02  -0.337677342D-04  -0.233302656D-04   0.543290193D-05  -0.480311300D-06
   0.122140318D+02   0.764851197D+00  -0.911567302D-01   0.266121431D-01  -0.604666210D-02   0.115823633D-02  -0.189801381D-03   0.255156901D-04  -0.252192261D-05   0.138220502D-06
   0.128911865D+02   0.770432014D+00  -0.361748539D-01   0.118601006D-01  -0.293054537D-02   0.598497017D-03  -0.105541023D-03   0.158161288D-04  -0.181544332D-05   0.118972753D-06
   0.136306597D+02   0.712425728D+00  -0.676719363D-02   0.211954522D-02  -0.485374651D-03   0.883139649D-04  -0.133724367D-04   0.169528001D-05  -0.167417691D-06   0.979975103D-08
   0.901553050D+01   0.219970091D+01  -0.783017575D+00   0.222707527D+00  -0.373144563D-01   0.187212062D-02   0.593816942D-03  -0.764564595D-04  -0.207417806D-04   0.490695173D-05
   0.105717741D+02   0.714384345D+00  -0.968847803D-01   0.241343545D-01  -0.462231528D-02   0.717060135D-03  -0.872741132D-04   0.724190551D-05  -0.232734251D-06  -0.157068991D-07
   0.111870765D+02   0.664165257D+00  -0.442879294D-01   0.122330429D-01  -0.258866956D-02   0.462209564D-03  -0.724542719D-04   0.973890282D-05  -0.100886637D-05   0.602233245D-07
   0.118071623D+02   0.737001093D+00  -0.186204045D-01   0.595446040D-02  -0.141204494D-02   0.271497565D-03  -0.444227367D-04   0.617177710D-05  -0.665701464D-06   0.417832465D-07
   0.125276119D+02   0.706127651D+00  -0.358182540D-02   0.111545460D-02  -0.252793075D-03   0.451806736D-04  -0.665333362D-05   0.812595450D-06  -0.770271700D-07   0.434818192D-08
  -0.530755383D+01   0.246792644D+02  -0.102592850D+02   0.312076655D+01  -0.929191667D+00   0.314414281D+00  -0.121736195D+00   0.399637801D-01  -0.790559773D-02   0.633505399D-03
   0.106852910D+02   0.550651554D+01  -0.169498531D+01   0.298369980D+00  -0.418229295D-01   0.117720943D-01  -0.435345517D-02   0.127113553D-02  -0.257947455D-03   0.261936665D-04
   0.142751140D+02   0.270798289D+01  -0.992316110D+00   0.258109034D+00  -0.367330287D-01   0.216367619D-02  -0.790726070D-03   0.605289536D-03  -0.176015635D-03   0.201088636D-04
   0.160333235D+02   0.137540892D+01  -0.388324230D+00   0.146516950D+00  -0.417100241D-01   0.919006160D-02  -0.147829786D-02   0.140963113D-03  -0.789059646D-06  -0.116618744D-05
   0.171050268D+02   0.808607506D+00  -0.574213906D-01   0.192613029D-01  -0.493346622D-02   0.105680195D-02  -0.196170341D-03   0.307054581D-04  -0.362928804D-05   0.241645965D-06
  -0.399672185D+01   0.235657275D+02  -0.968185122D+01   0.242882193D+01  -0.429485450D+00   0.463249256D-01   0.302119079D-02  -0.279674906D-02   0.589578826D-03  -0.457263729D-04
   0.111262918D+02   0.487496384D+01  -0.162617461D+01   0.325629099D+00  -0.402514606D-01   0.279507284D-02   0.697294272D-03  -0.406085191D-03   0.732474455D-04  -0.339072460D-05
   0.142610027D+02   0.228987134D+01  -0.826481947D+00   0.231350377D+00  -0.366918373D-01   0.726144212D-03   0.103561013D-02  -0.172515923D-03  -0.914176943D-05   0.436660688D-05
   0.157801858D+02   0.122884553D+01  -0.301917140D+00   0.114127959D+00  -0.333410548D-01   0.790687926D-02  -0.150237447D-02   0.214564093D-03  -0.200898088D-04   0.874039041D-06
   0.167720278D+02   0.786520367D+00  -0.455118669D-01   0.150781268D-01  -0.379177057D-02   0.793852623D-03  -0.144040710D-03   0.221580199D-04  -0.259368407D-05   0.172123059D-06
  -0.242098575D+02   0.487900997D+02  -0.200651591D+02   0.521418745D+01  -0.106321531D+01   0.198577025D+00  -0.342454545D-01   0.367984667D-02   0.185975141D-03  -0.874907848D-04
   0.716669058D+01   0.102548074D+02  -0.336547261D+01   0.663818561D+00  -0.944811534D-01   0.101089593D-01  -0.269270742D-03  -0.253558520D-03   0.844622659D-04  -0.108130362D-04
   0.137163580D+02   0.475135307D+01  -0.187691314D+01   0.467129575D+00  -0.730776550D-01   0.955076391D-02  -0.979322825D-03  -0.467382559D-03   0.267244048D-03  -0.420390056D-04
   0.166274708D+02   0.204142121D+01  -0.777993065D+00   0.281779734D+00  -0.673530473D-01   0.786160863D-02   0.133518759D-02  -0.879552337D-03   0.196479807D-03  -0.189930219D-04
   0.180609463D+02   0.904776704D+00  -0.111000104D+00   0.390028958D-01  -0.106431183D-01   0.244724340D-02  -0.483175074D-03   0.786696263D-04  -0.944046815D-05   0.626604894D-06
  -0.150989799D+02   0.368605857D+02  -0.148004835D+02   0.368279269D+01  -0.596557722D+00   0.258508572D-01   0.226312637D-01  -0.110277314D-01   0.302399304D-02  -0.382733743D-03
   0.882315482D+01   0.807931542D+01  -0.255209771D+01   0.484292807D+00  -0.760156017D-01   0.141634214D-01  -0.253764979D-02   0.253114522D-03   0.260524397D-04  -0.955067037D-05
   0.140364587D+02   0.388399764D+01  -0.150061895D+01   0.379703505D+00  -0.626498897D-01   0.122483423D-01  -0.444503471D-02   0.123566884D-02  -0.166904574D-03   0.572159908D-05
   0.164575285D+02   0.176282500D+01  -0.616708774D+00   0.228536282D+00  -0.594728567D-01   0.988735719D-02  -0.346409345D-03  -0.337405118D-03   0.979071895D-04  -0.105108323D-04
   0.177395363D+02   0.864874022D+00  -0.884653465D-01   0.305445932D-01  -0.814665374D-02   0.182887728D-02  -0.354299008D-03   0.571039444D-04  -0.684272196D-05   0.456374790D-06
  -0.151207681D+02   0.368319912D+02  -0.147499270D+02   0.364482264D+01  -0.568203854D+00   0.889780423D-02   0.304515293D-01  -0.139539875D-01   0.378565195D-02  -0.477011927D-03
   0.880207377D+01   0.810056798D+01  -0.255307038D+01   0.483627139D+00  -0.770831222D-01   0.151151082D-01  -0.289140940D-02   0.319654144D-03   0.219170305D-04  -0.990973190D-05
   0.140316132D+02   0.389969349D+01  -0.150616539D+01   0.379934591D+00  -0.621054719D-01   0.119588754D-01  -0.433266453D-02   0.119757488D-02  -0.157862673D-03   0.468273716D-05
   0.164618001D+02   0.176851292D+01  -0.620085717D+00   0.229727404D+00  -0.597010673D-01   0.987367343D-02  -0.319426514D-03  -0.347356604D-03   0.998732243D-04  -0.106928256D-04
   0.177468804D+02   0.865669386D+00  -0.889120360D-01   0.307112028D-01  -0.819561744D-02   0.184101891D-02  -0.356851502D-03   0.575380465D-04  -0.689619087D-05   0.459972322D-06
  -0.963897161D+01   0.299593244D+02  -0.119306783D+02   0.316975345D+01  -0.703430585D+00   0.989674050D-01   0.139903638D-01  -0.123114632D-01   0.311950678D-02  -0.341118070D-03
   0.989016731D+01   0.671258845D+01  -0.214553375D+01   0.389971549D+00  -0.460938569D-01   0.609775715D-02  -0.175096953D-02   0.659133805D-03  -0.162800919D-03   0.170394086D-04
   0.142072471D+02   0.318988453D+01  -0.122839498D+01   0.330315910D+00  -0.570890558D-01   0.992540731D-02  -0.381275598D-02   0.143383171D-02  -0.309481007D-03   0.295582874D-04
   0.162287319D+02   0.151687950D+01  -0.474629954D+00   0.180297420D+00  -0.509511915D-01   0.107844732D-01  -0.153086424D-02   0.809108314D-04   0.168555939D-04  -0.309310676D-05
   0.173765533D+02   0.828543114D+00  -0.683478704D-01   0.231985903D-01  -0.604556375D-02   0.132300158D-02  -0.250890831D-03   0.399464197D-04  -0.477394129D-05   0.319732952D-06
  -0.490709412D+01   0.238463258D+02  -0.949743074D+01   0.262824334D+01  -0.663198682D+00   0.170241613D+00  -0.459235161D-01   0.971867420D-02  -0.561355806D-03  -0.169081023D-03
   0.107006067D+02   0.548153069D+01  -0.168615671D+01   0.297807327D+00  -0.414837613D-01   0.108443997D-01  -0.368967349D-02   0.101646197D-02  -0.201617231D-03   0.203574572D-04
   0.142762179D+02   0.269995936D+01  -0.986711368D+00   0.255904497D+00  -0.363081826D-01   0.220270058D-02  -0.841309063D-03   0.620064267D-03  -0.178058250D-03   0.202093782D-04
   0.160305968D+02   0.137435365D+01  -0.387417529D+00   0.145970801D+00  -0.414546579D-01   0.909514776D-02  -0.145055000D-02   0.134849080D-03   0.129843954D-06  -0.123801798D-05
   0.171018055D+02   0.808545341D+00  -0.573832550D-01   0.192450129D-01  -0.492775564D-02   0.105507806D-02  -0.195729591D-03   0.306155529D-04  -0.361626057D-05   0.240636300D-06
  -0.341273733D+01   0.226861256D+02  -0.924331487D+01   0.230156726D+01  -0.401328699D+00   0.399112279D-01   0.369466411D-02  -0.224149306D-02   0.302835745D-03  -0.784191954D-07
   0.111904920D+02   0.475656543D+01  -0.157278220D+01   0.310720182D+00  -0.373663416D-01   0.253793263D-02   0.640919546D-03  -0.388540115D-03   0.738946382D-04  -0.395819066D-05
   0.142574743D+02   0.225205780D+01  -0.806357709D+00   0.224856217D+00  -0.352586868D-01   0.455596146D-03   0.111051463D-02  -0.198384587D-03  -0.302462804D-05   0.369202860D-05
   0.157564868D+02   0.121896492D+01  -0.295734712D+00   0.111520632D+00  -0.324926257D-01   0.768709303D-02  -0.145800887D-02   0.208030483D-03  -0.194809522D-04   0.849438890D-06
   0.167430394D+02   0.785135533D+00  -0.447646937D-01   0.148149522D-01  -0.371939929D-02   0.776930891D-03  -0.140605999D-03   0.215776518D-04  -0.252100176D-05   0.167080807D-06
  -0.176868402D+02   0.397431487D+02  -0.150412986D+02   0.279282891D+01   0.276416459D+00  -0.561811904D+00   0.317989421D+00  -0.112451023D+00   0.243565725D-01  -0.251348554D-02
   0.832670873D+01   0.880497841D+01  -0.286581686D+01   0.549144712D+00  -0.724927583D-01   0.711493694D-02  -0.315315601D-03  -0.602303422D-04   0.318853192D-04  -0.639275856D-05
   0.139559097D+02   0.411877883D+01  -0.162840728D+01   0.425571908D+00  -0.762072268D-01   0.156715301D-01  -0.496819974D-02   0.119171167D-02  -0.126944023D-03  -0.466461448D-06
   0.165018860D+02   0.182281906D+01  -0.654013287D+00   0.243088889D+00  -0.632183704D-01   0.103778963D-01  -0.284749386D-03  -0.385454889D-03   0.108973476D-03  -0.115911424D-04
   0.178158499D+02   0.872758995D+00  -0.929147855D-01   0.322168493D-01  -0.864335675D-02   0.195366974D-02  -0.380919701D-03   0.617011973D-04  -0.741778774D-05   0.495654263D-06
  -0.103206312D+02   0.310034700D+02  -0.126729551D+02   0.353233958D+01  -0.859417775D+00   0.216024898D+00  -0.706319250D-01   0.242440739D-01  -0.538582470D-02   0.508133381D-03
   0.977545506D+01   0.684011054D+01  -0.215627295D+01   0.393147584D+00  -0.554764883D-01   0.123909211D-01  -0.409990514D-02   0.120070332D-02  -0.231977242D-03   0.203916186D-04
   0.141900885D+02   0.328926668D+01  -0.126222217D+01   0.333123428D+00  -0.563942564D-01   0.102466865D-01  -0.413039270D-02   0.151061178D-02  -0.311838402D-03   0.282362409D-04
   0.162701427D+02   0.155554451D+01  -0.496804506D+00   0.187817113D+00  -0.523130061D-01   0.106724317D-01  -0.135719394D-02   0.181043985D-04   0.292385040D-04  -0.424614275D-05
   0.174391319D+02   0.834380130D+00  -0.715507611D-01   0.243526608D-01  -0.637030528D-02   0.139992787D-02  -0.266412262D-03   0.425003527D-04  -0.508065048D-05   0.339975032D-06
  -0.537863366D+01   0.237972575D+02  -0.957898216D+01   0.278999889D+01  -0.705105121D+00   0.202804185D+00  -0.757182406D-01   0.257807687D-01  -0.584501936D-02   0.617450198D-03
   0.103342972D+02   0.572258003D+01  -0.147299536D+01   0.219405769D+00  -0.218088573D-01  -0.790846824D-02   0.682273437D-02  -0.188344408D-02   0.179301693D-03   0.682301962D-05
   0.142472662D+02   0.320480200D+01  -0.106260651D+01   0.205923527D+00  -0.166534474D-01   0.463088990D-02  -0.409821135D-02   0.146714399D-02  -0.245754196D-03   0.158903513D-04
   0.163310226D+02   0.164079858D+01  -0.526816060D+00   0.182959112D+00  -0.416501326D-01   0.437486749D-02   0.983917857D-03  -0.576398918D-03   0.126681707D-03  -0.122683359D-04
   0.175518390D+02   0.853221887D+00  -0.817070623D-01   0.278859933D-01  -0.730348468D-02   0.159908833D-02  -0.300702619D-03   0.469768814D-04  -0.546276653D-05   0.354466610D-06
  -0.407242215D+01   0.228815810D+02  -0.923952156D+01   0.237905962D+01  -0.424298166D+00   0.551258188D-01  -0.561805177D-02   0.578942328D-03  -0.206271218D-03   0.389435035D-04
   0.108409156D+02   0.515092826D+01  -0.148397743D+01   0.290441283D+00  -0.496989237D-01   0.479079846D-02   0.303347627D-03   0.368479149D-03  -0.251751590D-03   0.413139527D-04
   0.142997599D+02   0.276354248D+01  -0.921096993D+00   0.208339358D+00  -0.339343088D-01   0.120745294D-01  -0.638304165D-02   0.211636876D-02  -0.388199573D-03   0.316231585D-04
   0.161216171D+02   0.146869914D+01  -0.428349494D+00   0.149966602D+00  -0.359438021D-01   0.500520810D-02   0.193265104D-03  -0.302438702D-03   0.745024425D-04  -0.757271593D-05
   0.172482184D+02   0.827334998D+00  -0.674260341D-01   0.227024577D-01  -0.583346762D-02   0.124887745D-02  -0.229953246D-03   0.353814105D-04  -0.408181113D-05   0.264357967D-06
  -0.231874019D+01   0.202538976D+02  -0.801689943D+01   0.210647144D+01  -0.406556826D+00   0.627056791D-01  -0.984974905D-02   0.229571966D-02  -0.580149373D-03   0.695132304D-04
   0.110191064D+02   0.482222480D+01  -0.132859619D+01   0.270214353D+00  -0.572315259D-01   0.132057512D-01  -0.446360280D-02   0.180183812D-02  -0.443482248D-03   0.455662393D-04
   0.143150156D+02   0.271925134D+01  -0.854800610D+00   0.183063456D+00  -0.347210025D-01   0.151900596D-01  -0.687930313D-02   0.184535976D-02  -0.259864209D-03   0.138701949D-04
   0.161317055D+02   0.149548486D+01  -0.430199233D+00   0.140517061D+00  -0.280241922D-01   0.123190116D-02   0.143066506D-02  -0.586306177D-03   0.116745824D-03  -0.107194014D-04
   0.172767869D+02   0.836006212D+00  -0.719594564D-01   0.241921834D-01  -0.618842679D-02   0.131160231D-02  -0.237223432D-03   0.355660031D-04  -0.397397424D-05   0.248500228D-06
  -0.231234922D+01   0.202704446D+02  -0.801403322D+01   0.209203399D+01  -0.396197540D+00   0.563593673D-01  -0.669885269D-02   0.980662278D-03  -0.192647255D-03   0.174063062D-04
   0.110322169D+02   0.481324810D+01  -0.133669254D+01   0.270585158D+00  -0.560489038D-01   0.129903715D-01  -0.431158705D-02   0.163719859D-02  -0.380568611D-03   0.368177443D-04
   0.143140891D+02   0.269743282D+01  -0.852515461D+00   0.186071422D+00  -0.356571881D-01   0.147855753D-01  -0.648624829D-02   0.170332324D-02  -0.232046183D-03   0.113322114D-04
   0.161163893D+02   0.148343632D+01  -0.423685814D+00   0.138652041D+00  -0.279213206D-01   0.141549877D-02   0.132674320D-02  -0.554821876D-03   0.111016018D-03  -0.102114308D-04
   0.172547724D+02   0.834078268D+00  -0.708999988D-01   0.238101770D-01  -0.608118377D-02   0.128640513D-02  -0.232220663D-03   0.347626379D-04  -0.388047997D-05   0.242551766D-06
  -0.269651115D+02   0.524716910D+02  -0.215945450D+02   0.545399257D+01  -0.990429560D+00   0.139032390D+00  -0.179534891D-01   0.302573974D-02  -0.512811637D-03   0.430578198D-04
   0.670559552D+01   0.108803938D+02  -0.362265309D+01   0.725180044D+00  -0.104631995D+00   0.121287653D-01  -0.100324945D-02  -0.307127714D-04   0.436756268D-04  -0.706605398D-05
   0.136241022D+02   0.496886150D+01  -0.198464421D+01   0.497276179D+00  -0.773347032D-01   0.853975897D-02   0.161084203D-03  -0.960243048D-03   0.382852313D-03  -0.541106819D-04
   0.166533333D+02   0.210088718D+01  -0.814891732D+00   0.295647540D+00  -0.704336352D-01   0.796483073D-02   0.154600517D-02  -0.966200526D-03   0.213816087D-03  -0.205694514D-04
   0.181184031D+02   0.912344643D+00  -0.115362624D+00   0.406912696D-01  -0.111614140D-01   0.258140915D-02  -0.512427904D-03   0.837868618D-04  -0.100840723D-04   0.670575443D-06
  -0.174976868D+02   0.400791124D+02  -0.162992002D+02   0.427735319D+01  -0.916677126D+00   0.190964431D+00  -0.398961144D-01   0.521380979D-02   0.492418527D-03  -0.226556019D-03
