56093.50040	1.0   1.0
56095.15680	1.0   1.0
56096.81120	1.0   1.0
56098.46757	1.0   1.0
56100.12395	1.0   1.0
56103.43363	1.0   1.0
56105.08968	1.0   1.0
56108.40065	1.0   1.0
56110.05551	1.0   1.0
56111.70972	1.0   1.0
56113.36795	1.0   1.0
56115.02204	1.0   1.0
56116.67699	1.0   1.0
56118.33373	1.0   1.0
56119.98831	1.0   1.0
56121.64420	1.0   1.0
56129.92097	1.0   1.0
56131.57705	1.0   1.0
56133.23318	1.0   1.0
56134.88722	1.0   1.0
56136.54517	1.0   1.0
56139.85408	1.0   1.0
56141.51096	1.0   1.0
56143.16627	1.0   1.0
56144.82085	1.0   1.0
56146.47733	1.0   1.0
56148.13170	1.0   1.0
56149.78729	1.0   1.0
56151.44444	1.0   1.0
56153.09920	1.0   1.0
56154.75406	1.0   1.0
56156.41061	1.0   1.0
56158.06451	1.0   1.0
56159.72220	1.0   1.0
56161.37725	1.0   1.0
56163.03097	1.0   1.0
56164.68777	1.0   1.0
56166.34342	1.0   1.0
56167.99834	1.0   1.0
56171.30920	1.0   1.0
56172.96445	1.0   1.0
56174.62213	1.0   1.0
56176.27610	1.0   1.0
56177.93095	1.0   1.0
56179.58782	1.0   1.0
56181.24232	1.0   1.0
56182.89807	1.0   1.0
56184.55337	1.0   1.0
56186.20797	1.0   1.0
56187.86462	1.0   1.0
56189.52099	1.0   1.0
56191.17530	1.0   1.0
56192.83141	1.0   1.0
56194.48672	1.0   1.0
56196.14153	1.0   1.0
56197.79895	1.0   1.0
56199.45343	1.0   1.0
56201.10760	1.0   1.0
56202.76465	1.0   1.0
56207.73119	1.0   1.0
56209.38520	1.0   1.0
56211.04118	1.0   1.0
56212.69841	1.0   1.0
56214.35243	1.0   1.0
56216.00814	1.0   1.0
56217.66343	1.0   1.0
56219.31779	1.0   1.0
56220.97575	1.0   1.0
56222.62969	1.0   1.0
56224.28389	1.0   1.0
56225.94142	1.0   1.0
56227.59659	1.0   1.0
56229.25149	1.0   1.0
56230.90776	1.0   1.0
56232.56216	1.0   1.0
56234.21790	1.0   1.0
56235.87543	1.0   1.0
56239.18423	1.0   1.0
56240.84031	1.0   1.0
56242.49495	1.0   1.0
56244.15143	1.0   1.0
56252.42795	1.0   1.0
56254.08443	1.0   1.0
56255.73874	1.0   1.0
56257.39395	1.0   1.0
56259.05169	1.0   1.0
56260.70537	1.0   1.0
56262.36016	1.0   1.0
56264.01715	1.0   1.0
56265.67153	1.0   1.0
56267.32797	1.0   1.0
56270.63766	1.0   1.0
56272.29396	1.0   1.0
56273.95090	1.0   1.0
56275.60401	1.0   1.0
56277.26066	1.0   1.0
56278.91585	1.0   1.0
56280.57079	1.0   1.0
56282.22821	1.0   1.0
56283.88215	1.0   1.0
56285.53701	1.0   1.0
56287.19431	1.0   1.0
56288.84903	1.0   1.0
56290.50463	1.0   1.0
56292.16010	1.0   1.0
56293.81477	1.0   1.0
56295.47025	1.0   1.0
56297.12756	1.0   1.0
56298.78160	1.0   1.0
56300.43719	1.0   1.0
56302.09275	1.0   1.0
56303.75524	1.0   1.0
56305.40618	1.0   1.0
56307.06004	1.0   1.0
56308.71375	1.0   1.0
56321.95930	1.0   1.0
56323.61408	1.0   1.0
56325.27013	1.0   1.0
56326.92511	1.0   1.0
56328.58190	1.0   1.0
56330.23659	1.0   1.0
56331.89059	1.0   1.0
56333.54797	1.0   1.0
56335.20370	1.0   1.0
56336.85801	1.0   1.0
56338.51394	1.0   1.0
56340.16855	1.0   1.0
56341.82404	1.0   1.0
56343.48205	1.0   1.0
56345.13584	1.0   1.0
56346.79030	1.0   1.0
56348.44720	1.0   1.0
56350.10249	1.0   1.0
56351.75824	1.0   1.0
56353.41379	1.0   1.0
56355.06739	1.0   1.0
56356.72435	1.0   1.0
56360.03464	1.0   1.0
56361.69044	1.0   1.0
56363.34570	1.0   1.0
56365.00098	1.0   1.0
56366.65885	1.0   1.0
56368.31260	1.0   1.0
56369.96667	1.0   1.0
56371.62419	1.0   1.0
56373.27922	1.0   1.0
56374.93427	1.0   1.0
56376.58966	1.0   1.0
56378.24390	1.0   1.0
56379.90045	1.0   1.0
56381.55804	1.0   1.0
56383.21119	1.0   1.0
56384.86694	1.0   1.0
56386.52270	1.0   1.0
56388.17760	1.0   1.0
56389.83501	1.0   1.0
56393.14311	1.0   1.0
56394.80065	1.0   1.0
56396.45569	1.0   1.0
56398.11109	1.0   1.0
56399.76679	1.0   1.0
56401.42129	1.0   1.0
56403.07652	1.0   1.0
56404.73428	1.0   1.0
56406.38850	1.0   1.0
56408.04263	1.0   1.0
56409.69956	1.0   1.0
56411.35436	1.0   1.0
56413.01068	1.0   1.0
56421.28708	1.0   1.0
56422.94266	1.0   1.0
