54820.84676   -0.99919   1.00
54822.82602    0.56470   1.00
54887.79778    0.63898   1.00
54887.85571    0.63165   1.00
54889.77367   -0.89054   1.00
54889.85193   -0.93037   1.00
54890.75349   -0.83217   1.00
54890.79416   -0.80430   1.00
55431.47585   -1.01227   1.00
55432.46811   -0.51718   1.00
55535.87089   -1.01554   1.00
56242.88195    0.35918   1.00
56450.53247   -0.55830   1.00
57194.50014   -1.00685   1.00
57195.47723   -0.56897   1.00
57195.47924   -0.56724   1.00
59208.75205    0.59343   1.00
59375.52191   -0.73684   1.00
59437.46450    0.46256   1.00
59441.46043    0.51710   1.00
