0.1018	-31.06	1
0.1136	-26.52	1
0.1203	-34.13	1
0.1262	-35.10	1
0.1414	-34.36	1
0.1420	-35.87	1
0.1450	-34.82	1
0.1555	-40.99	1
0.1600	-36.16	1
0.1632	-42.01	1
0.1683	-42.97	1
0.1723	-36.90	1
0.1782	-39.83	1
0.1854	-38.45	1
0.1868	-45.32	1
0.1969	-38.99	1
0.1988	-36.43	1
0.2020	-43.49	1
0.2047	-45.38	1
0.2100	-43.39	1
0.2144	-54.01	1
0.2293	-41.88	1
0.2304	-45.79	1
0.2323	-31.41	1
0.2447	-41.98	1
0.2459	-50.12	1
0.2568	-39.78	1
0.2588	-46.07	1
0.2718	-42.90	1
0.2735	-40.27	1
0.2791	-41.51	1
0.2864	-40.50	1
0.2879	-36.69	1
0.3032	-37.25	1
0.3046	-38.82	1
0.3109	-42.26	1
0.3171	-36.88	1
0.3254	-37.65	1
0.3287	-38.77	1
0.3321	-36.55	1
0.3444	-29.60	1
0.3500	-33.82	1
0.3505	-22.95	1
0.3745	-27.79	1
0.6110	68.24	1
0.6112	71.14	1
0.6256	80.72	1
0.6382	78.03	1
0.6555	78.53	1
0.6654	87.99	1
0.6687	89.74	1
0.6962	91.78	1
0.6989	90.06	1
0.7050	94.30	1
0.7192	95.71	1
0.7273	88.36	1
0.7363	90.88	1
0.7477	92.74	1
0.7487	98.53	1
0.7547	92.18	1
0.7760	90.31	1
0.7771	91.08	1
0.7848	90.43	1
0.7883	90.06	1
0.8054	90.98	1
0.8147	85.73	1
0.8151	88.92	1
0.8226	88.36	1
0.8276	92.02	1
0.8321	90.45	1
0.8425	93.98	1
0.8443	84.89	1
0.8620	80.46	1
0.8683	79.92	1
0.8718	83.39	1
0.8888	69.92	1
