0.00445	-24.5
0.09118	-67.4
0.13994	-86.4
0.15817	-89.4
0.17929	-93.4
0.25135	-100.2
0.31531	-91.3
0.34102	-88.0
0.39539	-63.2
0.40425	-61.6
0.40719	-61.3
0.40988	-58.2
0.49697	-14.6
0.59801	31.1
0.66678	52.1
0.70354	61.3
0.72181	62.4
0.75588	63.5
0.80364	59.5
0.93272	11.3
