54820.84676     0.83803  1.00
54822.82602    -1.14418  1.00
54887.79778    -1.23373  1.00
54887.85571    -1.22482  1.00
54889.77367     0.70298  1.00
54889.85193     0.75050  1.00
54890.75349     0.63112  1.00
54890.79416     0.59576  1.00
55431.47585     0.85643  1.00
55432.46811     0.23228  1.00
55535.87089     0.86119  1.00
56242.88195    -0.88189  1.00
56450.53247     0.28254  1.00
57194.50014     0.84981  1.00
57195.47723     0.29742  1.00
57195.47924     0.29436  1.00
59208.75205    -1.17925  1.00
59375.52191     0.51195  1.00
59437.46450    -1.01559  1.00
59441.46043    -1.08609  1.00
