0.7022	1.0003	1.0
0.7026	0.9907	1.0
0.7134	1.0080	1.0
0.7138	0.9917	1.0
0.7438	1.0093	1.0
0.7451	0.9945	1.0
0.7504	0.9949	1.0
0.7506	0.9904	1.0
0.7521	0.9779	1.0
0.7650	0.9930	1.0
0.7663	0.9943	1.0
0.7772	0.9981	1.0
0.7788	0.9982	1.0
0.7830	0.9908	1.0
0.7844	0.9911	1.0
0.8052	1.0025	1.0
0.8056	0.9998	1.0
0.8190	0.9821	1.0
0.8208	1.0019	1.0
0.8385	0.9968	1.0
0.8389	1.0034	1.0
0.8499	0.9980	1.0
0.8512	0.9867	1.0
0.8641	0.9989	1.0
0.8755	0.9884	1.0
0.8759	0.9871	1.0
0.8904	0.9700	1.0
0.8908	0.9839	1.0
0.8972	0.9971	1.0
0.8984	0.9940	1.0
0.8986	0.9941	1.0
0.9183	1.0006	1.0
0.9187	0.9978	1.0
0.9203	0.9755	1.0
0.9206	0.9980	1.0
0.9394	0.9947	1.0
0.9406	0.9894	1.0
0.9634	0.9881	1.0
0.9639	0.9937	1.0
0.9655	0.9855	1.0
0.9660	0.9892	1.0
0.9680	0.9906	1.0
0.9685	0.9848	1.0
0.9701	0.9941	1.0
0.9706	0.9880	1.0
0.9721	0.9912	1.0
0.9726	0.9875	1.0
0.9742	0.9640	1.0
0.9746	0.9536	1.0
0.9762	0.9359	1.0
0.9767	0.9303	1.0
0.9782	0.8932	1.0
0.9787	0.8801	1.0
0.9803	0.8504	1.0
0.9808	0.8428	1.0
0.9823	0.8096	1.0
0.9828	0.8020	1.0
0.9845	0.7529	1.0
0.9850	0.7435	1.0
0.9865	0.6920	1.0
0.9871	0.6833	1.0
0.9880	0.6533	1.0
0.9891	0.6222	1.0
0.9901	0.6019	1.0
0.9909	0.5763	1.0
0.9920	0.5382	1.0
0.9931	0.5091	1.0
0.9941	0.4699	1.0
0.9950	0.4543	1.0
0.9960	0.4247	1.0
0.9970	0.4087	1.0
0.9981	0.3912	1.0
0.9990	0.3876	1.0
1.0000	0.3902	1.0
1.0010	0.3811	1.0
1.0020	0.3960	1.0
1.0027	0.3990	1.0
1.0042	0.4311	1.0
1.0047	0.4436	1.0
1.0062	0.4819	1.0
1.0067	0.5020	1.0
1.0083	0.5456	1.0
1.0089	0.5579	1.0
1.0103	0.6036	1.0
1.0109	0.6171	1.0
1.0123	0.6545	1.0
1.0129	0.6755	1.0
1.0144	0.7220	1.0
1.0150	0.7339	1.0
1.0163	0.7756	1.0
1.0170	0.7885	1.0
1.0190	0.8401	1.0
1.0201	0.8859	1.0
1.0212	0.8931	1.0
1.0217	0.9005	1.0
1.0231	0.9211	1.0
1.0241	0.9373	1.0
1.0251	0.9569	1.0
1.0258	0.9604	1.0
1.0272	0.9743	1.0
1.0277	0.9845	1.0
1.0290	1.0000	1.0
1.0301	0.9954	1.0
1.0314	0.9977	1.0
1.0320	0.9943	1.0
1.0335	0.9893	1.0
