0.09118	56.9
0.13994	76.4
0.15817	90.5
0.17929	94.3
0.25135	100.7
0.31531	91.7
0.34102	78.7
0.39539	51.9
0.40425	47.9
0.40719	44.0
0.40988	41.0
0.66678	-115.5
0.70354	-138.0
0.72181	-139.8
0.75588	-143.6
0.80364	-135.4
0.93272	-63.8
