0.7203	0.9872	1
0.7215	0.9814	1
0.7227	0.9748	1
0.7233	0.9913	1
0.7244	0.9965	1
0.7256	0.9901	1
0.7260	0.9805	1
0.7267	0.9963	1
0.7284	0.9886	1
0.7285	1.0128	1
0.7295	0.9909	1
0.7297	0.9995	1
0.7308	0.9979	1
0.7316	0.9999	1
0.7320	0.9982	1
0.7328	0.9954	1
0.7331	0.9887	1
0.7343	0.9997	1
0.7423	0.9969	1
0.7435	0.9919	1
0.7446	1.0015	1
0.7456	0.9953	1
0.7466	1.0115	1
0.7467	1.0020	1
0.7468	0.9949	1
0.7477	1.0095	1
0.7478	0.9872	1
0.7479	0.9907	1
0.7489	1.0065	1
0.7490	0.9936	1
0.7491	0.9885	1
0.7500	0.9970	1
0.7502	0.9878	1
0.7511	0.9900	1
0.7512	0.9942	1
0.7523	0.9901	1
0.7523	0.9902	1
0.7533	0.9997	1
0.7535	1.0050	1
0.7535	0.9992	1
0.7544	1.0026	1
0.7546	0.9903	1
0.7556	0.9972	1
0.7558	0.9811	1
0.7567	0.9842	1
0.7569	0.9838	1
0.7579	0.9975	1
0.7663	0.9898	1
0.7675	1.0018	1
0.7687	0.9956	1
0.7688	0.9760	1
0.7700	0.9860	1
0.7711	0.9746	1
0.7711	0.9849	1
0.7713	0.9967	1
0.7722	0.9729	1
0.7723	0.9840	1
0.7724	0.9902	1
0.7734	0.9753	1
0.7734	0.9806	1
0.7736	0.9959	1
0.7745	0.9792	1
0.7754	0.9816	1
0.7756	0.9781	1
0.7757	0.9806	1
0.7766	0.9829	1
0.7768	0.9687	1
0.7777	0.9875	1
0.7780	0.9736	1
0.7784	0.9807	1
0.7791	0.9803	1
0.7795	0.9779	1
0.7807	0.9918	1
0.7819	0.9820	1
0.7830	0.9646	1
0.7921	0.9695	1
0.7933	0.9712	1
0.7936	0.9699	1
0.7944	0.9732	1
0.7947	0.9722	1
0.7959	0.9779	1
0.7964	0.9805	1
0.7969	0.9690	1
0.7971	0.9667	1
0.7975	0.9706	1
0.7980	0.9638	1
0.7982	0.9590	1
0.7987	0.9726	1
0.7992	0.9804	1
0.7994	0.9619	1
0.7999	0.9664	1
0.8010	0.9664	1
0.8014	0.9712	1
0.8016	0.9522	1
0.8026	0.9655	1
0.8028	0.9509	1
0.8028	0.9448	1
0.8037	0.9616	1
0.8039	0.9589	1
0.8040	0.9475	1
0.8051	0.9468	1
0.8052	0.9414	1
0.8063	0.9443	1
0.8075	0.9514	1
0.8154	0.9576	1
0.8166	0.9517	1
0.8178	0.9444	1
0.8192	0.9359	1
0.8196	0.9422	1
0.8203	0.9190	1
0.8208	0.9442	1
0.8209	0.9450	1
0.8215	0.9199	1
0.8220	0.9270	1
0.8220	0.9324	1
0.8226	0.9298	1
0.8232	0.9416	1
0.8243	0.9497	1
0.8243	0.9466	1
0.8246	0.9288	1
0.8255	0.9358	1
0.8255	0.9396	1
0.8258	0.9320	1
0.8266	0.9493	1
0.8269	0.9359	1
0.8281	0.9269	1
0.8287	0.9362	1
0.8292	0.9327	1
0.8298	0.9266	1
0.8304	0.9276	1
0.8310	0.9346	1
0.8316	0.9276	1
0.8321	0.9220	1
0.8333	0.9171	1
0.8379	0.9341	1
0.8390	0.9215	1
0.8402	0.9341	1
0.8421	0.9430	1
0.8432	0.9373	1
0.8444	0.9298	1
0.8455	0.8989	1
0.8463	0.9229	1
0.8467	0.9061	1
0.8474	0.9321	1
0.8478	0.9001	1
0.8486	0.9234	1
0.8489	0.9024	1
0.8490	0.9065	1
0.8500	0.9095	1
0.8501	0.9136	1
0.8512	0.9074	1
0.8522	0.9010	1
0.8523	0.8997	1
0.8533	0.9081	1
0.8535	0.8810	1
0.8545	0.9132	1
0.8556	0.9032	1
0.8557	0.8864	1
