54953.53859847	0.997897	1.0
54953.55903299	1.004588	1.0
54953.57946741	1.001302	1.0
54953.59990204	0.998521	1.0
54953.62033656	0.995649	1.0
54953.64077098	0.989771	1.0
54953.66120551	0.982560	1.0
54953.68164013	0.976290	1.0
54953.70207455	0.972850	1.0
54953.72250908	0.973939	1.0
54953.74294370	0.978495	1.0
54953.76337812	0.985599	1.0
54953.78381265	0.992579	1.0
54953.80424717	0.996497	1.0
54953.82468169	0.998229	1.0
54953.84511622	1.000065	1.0
54953.86555074	1.001747	1.0
54953.88598537	1.003544	1.0
54953.90641979	1.005741	1.0
54953.92685431	1.007979	1.0
54953.94728894	1.010253	1.0
54953.96772336	1.012563	1.0
54953.98815789	1.014524	1.0
54954.00859231	1.015894	1.0
54954.02902693	1.017175	1.0
54954.04946146	1.017941	1.0
54954.06989598	1.018309	1.0
54954.09033050	1.018278	1.0
54954.11076503	1.017760	1.0
54954.13119955	1.016625	1.0
54954.15163398	1.015198	1.0
54954.17206860	1.013188	1.0
54954.19250313	1.010892	1.0
54954.21293755	1.008134	1.0
54954.23337217	1.005523	1.0
54954.25380670	1.002711	1.0
54954.27424112	1.000080	1.0
54954.29467565	0.997422	1.0
54954.31511027	0.994700	1.0
54954.33554480	0.992057	1.0
54954.35597922	0.989536	1.0
54954.37641384	0.987015	1.0
54954.39684837	0.984749	1.0
54954.41728279	0.982751	1.0
54954.43771732	0.980998	1.0
54954.45815194	0.963063	1.0
54954.47858637	0.917035	1.0
54954.49902089	0.867021	1.0
54954.51945542	0.831898	1.0
54954.53989004	0.823815	1.0
54954.56032457	0.845976	1.0
54954.58075899	0.890213	1.0
54954.60119362	0.940593	1.0
54954.62162814	0.975596	1.0
54954.64206256	0.981024	1.0
54954.66249709	0.982223	1.0
54954.68293171	0.983887	1.0
54954.70336614	0.986029	1.0
54954.72380066	0.988432	1.0
54954.74423529	0.991463	1.0
54954.76466971	0.994695	1.0
54954.78510424	0.998274	1.0
54954.80553876	1.002043	1.0
54954.82597329	1.005513	1.0
54954.84640781	1.009106	1.0
54954.86684234	1.012419	1.0
54954.88727686	1.015382	1.0
54954.90771139	1.017864	1.0
54954.92814591	1.020122	1.0
54954.94858034	1.021781	1.0
54954.96901496	1.022871	1.0
54954.98944949	1.023322	1.0
54955.00988392	1.023333	1.0
54955.03031854	1.022906	1.0
54955.05075307	1.021860	1.0
54955.07118759	1.020364	1.0
54955.09162202	1.018346	1.0
54955.11205664	1.015877	1.0
54955.13249117	1.013371	1.0
54955.15292559	1.010614	1.0
54955.17336022	1.007652	1.0
54955.19379474	1.004771	1.0
54955.21422917	1.002353	1.0
54955.23466369	0.999838	1.0
54955.25509832	0.997626	1.0
54955.27553275	0.995440	1.0
54955.29596727	0.990303	1.0
54955.31640190	0.983724	1.0
54955.33683632	0.977970	1.0
54955.35727085	0.974842	1.0
54955.37770537	0.975632	1.0
54955.39814000	0.979512	1.0
54955.41857442	0.985903	1.0
54955.43900895	0.991799	1.0
54955.45944358	0.994270	1.0
54955.47987800	0.994999	1.0
54955.50031253	0.995964	1.0
54955.52074695	0.997115	1.0
54955.54118158	0.998668	1.0
54955.56161611	1.000941	1.0
54955.58205063	1.003111	1.0
54955.60248516	1.005547	1.0
54955.62291968	1.008090	1.0
54955.64335421	1.010552	1.0
54955.66378863	1.012888	1.0
54955.68422326	1.014675	1.0
54955.70465779	1.016084	1.0
54955.72509221	1.017036	1.0
54955.74552684	1.017397	1.0
54955.76596136	1.017111	1.0
